Unit,word,length,complexity,audio_f,kan_translation,kan_transliteration,mal_translation,mal_transliteration,tel_translation,tel_transliteration,hin_translation,hin_transliteration,tam_translation,tam_transliteration
unit_4_2,peck,4,1,peck.mp3,ಕೊಕ್ಕಿನಿಂದ ಕುಕ್ಕಿ ತಿನ್ನು,ಪೆಕ್,പെക്ക്,പെക്ക്,పెక్,పెక్,चोंच मारना,पैक,பெக்,பெக்
unit_4_2,noise,5,2,noise.mp3,ಶಬ್ದ,ನೋಯ್ಸ್,ശബ്ദം,നോട്ടിസ്,శబ్దం,నాయిస్,शोर,नॉइज़,சத்தம்,நோய்ஸ்
unit_4_2,gun,3,1,gun.mp3,ಬಂದೂಕು,ಗನ್,തോക്ക്,ഗൺ,తుపాకీ,గన్,बंदूक,गन,துப்பாக்கி,கன்
unit_4_2,yummy,5,2,yummy.mp3,ಸವಿಯಾದ,ಯಮ್ಮಿ,രുചികരമായ,യുഎംഎംയു,రుచికరమైన,యుమ్మ్య్,स्वादिष्ट,युम्मी,அற்புதம்,யும்மி
unit_4_2,nice,4,1,nice.mp3,ಸುಂದರ,ನೈಸ್,കൊള്ളാം,നൈസ്,బాగుంది,నైస్,अच्छा,नाइस,அருமை,நைஸ்
unit_4_2,clever,6,2,clever.mp3,ಚತುರ,ಕ್ಲವೆರ್,വിരുതുള്ള,ക്ളവര്,తెలివైన,చ్లెవెర్,चतुर,क्लेवर,புத்திசாலி,கிளேவ்ர்
unit_5_1,climb,5,2,climb.mp3,ಏರಲು,ಕ್ಲ್ಯ್oಮ್ಬ್,കയറുക,ക്ലൈമ്ബ്,ఎక్కడం,చ్లింబ్,चढना,क्लाइंब,ஏறு,கிளிப்பி
unit_5_1,merry,5,2,merry.mp3,ವಿನೋದದ,ಮೆರ್ರಿ,ഉല്ലാസം,മെറി,ఉల్లాసం,మెర్రి,प्रमुदित,मेर्री,மகிழ்ச்சி,மேரி
unit_5_1,round,5,2,round.mp3,ಸುತ್ತಿನಲ್ಲಿ,ರೌಂಡ್,വട്ടം,റൌണ്ട്,రౌండ్,రౌండ్,गोल,राउंड,சுற்று,ரவுண்டு
unit_5_1,brown,5,2,brown.mp3,ಕಂದು,ಬ್ರೌನ್,തവിട്ട്,ബ്രൗൺ,గోధుమ,బ్రౌన్,भूरा,ब्राउन,பழுப்பு,பிரவுன்
unit_5_1,horse,5,2,horse.mp3,ಕುದುರೆ,ಹಾರ್ಸ್,കുതിര,ഹോഴ്സ്,గుర్రం,హార్స్,घोड़ा,हॉर्स,குதிரை,ஹார்ஸ்
unit_5_1,sat,3,1,sat.mp3,ಕುಳಿತು,ಸಾಟ್,ഇരുന്നു,സിറ്റ്,కూర్చున్నాడు,సత్,बैठ गया,सात,அமர்ந்தார்,சாட்
unit_5_1,high,4,1,high.mp3,ಎತ್ತರದ,ಹೈ,ഉയർന്ന,ഹൈ,అధిక,హై,ऊंचा,हाई,உயர்,ஹை
unit_5_1,ride,4,1,ride.mp3,ಸವಾರಿ,ರೈಡ್,സവാരി,റൈഡ്,రైడ్,రైడ్,सवारी,राइड,சவாரி,ரிடே
unit_5_2,grandmother,11,3,grandmother.mp3,ಅಜ್ಜಿ,ಗ್ರಾಂಡ್ ಮದರ್,മുത്തശ്ശി,ഗ്രാന്ടമതെറ്,అమ్మమ్మ,గ్రందందర్,दादी मा,ग्रैंडमदर,பாட்டி,க்ராந்திமோதெர
unit_5_2,circle,6,2,circle.mp3,ವೃತ್ತ,ಸರ್ಕಲ್,വട്ടം,സർക്കിൾ,వృత్తం,సర్కిల్,चक्र,सर्किल,வட்டம்,சிரசில்
unit_5_2,draw,4,1,draw.mp3,ಚಿತ್ರ ಬರೆ,ಡ್ರಾ,വരയ്ക്കുക,ട്രോ,డ్రా,డ్రా,चित्र बनाना,ड्रा,வரை,ட்ரைவ்
unit_5_2,ball,4,1,ball.mp3,ಚೆಂಡು,ಬಾಲ್,പന്ത്,ബോൾ,బంతి,బాల్,गेंद,बॉल,பந்து,பல்
unit_5_2,line,4,1,line.mp3,ಸಾಲು,ಲೈನ್,ലൈൻ,ലൈൻ,లైన్,లైన్,लकीर,लाइन,வரி,லைன்
unit_5_2,clap,4,1,clap.mp3,ಚಪ್ಪಾಳೆ,ಕ್ಲಾಪ್,കയ്യടി,ക്ലാപ്,చప్పట్లు,క్లాప్,ताली,क्लैप,கைதட்டல்,கிளப்
unit_5_2,joy,3,1,joy.mp3,ಸಂತೋಷ,ಜಾಯ್,സന്തോഷം,ജോയ്,ఆనందం,జాయ్,हर्ष,जॉय,மகிழ்ச்சி,ஜாய்
unit_5_2,small,5,2,small.mp3,ಸಣ್ಣ,ಸ್ಮಾಲ್,ചെറുത്,സ്മോൾ,చిన్నది,స్మాల్,छोटा,स्माल,சிறிய,சமல்
unit_5_2,blue,4,1,blue.mp3,ನೀಲಿ,ಬ್ಲೂ,നീല,ബ്ലൂ,నీలం,బ్లూ,नीला,ब्लू,நீலம்,ப்ளூ
unit_5_2,wheel,5,2,wheel.mp3,ಚಕ್ರ,ವೀಲ್,ചക്രം,വീൽ,చక్రం,వీల్,पहिया,व्हील,சக்கரம்,வ்ஹீல்
unit_5_2,moon,4,1,moon.mp3,ಚಂದ್ರ,ಮೂನ್,ചന്ദ്രൻ,മൂൺ,చంద్రుడు,మూన్,चांद,मून,நிலா,மூன்
unit_5_2,rabbit,6,2,rabbit.mp3,ಮೊಲ,ರಾಬಿಟ್,മുയൽ,റാബ്ബിട്,కుందేలు,రాబిట్,खरगोश,रैबिट,முயல்,ரேப்பிட்
unit_5_2,face,4,1,face.mp3,ಮುಖ,ಫೇಸ್,മുഖം,ഫേസ്,ముఖం,పేస్,चेहरा,फेस,முகம்,பாஸ்
unit_6_1,apple,5,2,apple.mp3,ಸೇಬು,ಆಪಲ್,ആപ്പിൾ,ആപ്പിൾ,ఆపిల్,ఆపిల్,सेब,एप्पल,ஆப்பிள்,ஆப்பிள்
unit_6_1,drop,4,1,drop.mp3,ಚೆಲ್ಲು,ಡ್ರಾಪ್,തുള്ളി,ഡ്രോപ്പ്,డ్రాప్,డ్రాప్,गिरना,ड्राप,கைவிட,ட்ரோப்
unit_6_1,boy,3,1,boy.mp3,ಹುಡುಗ,ಬಾಯ್,പയ്യൻ,ബോയ്,అబ్బాయి,బాయ్,लड़का,बॉय,சிறுவன்,பாய்
unit_6_1,fall,4,1,fall.mp3,ಪತನ,ಫಾಲ್,വീഴുക,ഫാൾ,పతనం,ఫాల్,गिरना,फॉल,வீழ்ச்சி,பால்
unit_6_2,ripe,4,1,ripe.mp3,ಮಾಗಿದ,ರೈಪ್,പഴുത്ത,ൈറപ്പ്,పండిన,రిపె,परिपक्व,राइप,பழுத்த,ரிப்பே
unit_6_2,fruit,5,2,fruit.mp3,ಹಣ್ಣು,ಫ್ರೂಟ್,പഴം,ഫ്രൂട്ട്,పండు,ఫ్రూట్,फल,फ्रूट,பழம்,பிராய்ட்
unit_6_2,tasty,5,2,tasty.mp3,ರುಚಿಕರವಾದ,ಟೇಸ್ಟಿ,രുചികരമായ,ടേസ്റ്റി,రుచికరమైన,తస్సాతి,स्वादिष्ट,टेस्टी,சுவையானது,டேஸ்டை
unit_6_2,berry,5,2,berry.mp3,ಚಿಕ್ಕ ಕಾಯಿ,ಬೆರಿ,കുരുവില്ലാപ്പഴം,ബെറി,బెర్రీ,బెర్రీ,बेर,बेर्री,பெர்ரி,பெர்ரி
unit_6_2,tall,4,1,tall.mp3,ಎತ್ತರ,ಟಾಲ್,ഉയരമുള്ളത്,ടോൾ,పొడవైనది,టాల్,लंबा,टालल,உயரமான,தள்ள
unit_6_2,seed,4,1,seed.mp3,ಬೀಜ,ಸೀಡ್,വിത്ത്,സീഡ്,విత్తనం,సీడ్,बीज,सीड,விதை,ஸீட்
unit_6_2,rain,4,1,rain.mp3,ಮಳೆ,ರೈನ್,മഴ,റൈൻ,వర్షం,రైన్,वर्षा,रेन,மழை,ரெயின்
unit_6_2,cloud,5,2,cloud.mp3,ಮೋಡ,ಕ್ಲೌಡ್,മേഘം,ക്ളൗഡ്,మేఘం,క్లౌడ్,बादल,क्लाउड,மேகம்,கிளவுட்
unit_6_2,born,4,1,born.mp3,ಹುಟ್ಟು,ಬಾರ್ನ,ജനനം,പിറന്ന,పుట్టింది,బోర్న్,जन्म,बोर्न,பிறந்தவர்,பிறந்த
unit_6_2,branch,6,2,branch.mp3,ಶಾಖೆ,ಬ್ರಾಂಚ್,ശാഖ,ബ്രാഞ്ച്,శాఖ,బ్రాంచ్,डाली,ब्रांच,கிளை,பிரென்ச்
unit_6_2,song,4,1,song.mp3,ಹಾಡು,ಸಾಂಗ್,ഗാനം,സോങ്,పాట,సాంగ్,गाना,सांग,பாடல்,சோங்
unit_6_2,crawl,5,2,crawl.mp3,ಅ೦ಬೆಗಾಲಿಡು,ಕ್ರಾಲ್,ഇഴയുക,ക്രോൾ,క్రాల్,క్రాల్,मंदगति,क्रॉल,வலம்,ஸ்ரவ்ல்
unit_6_2,ant,3,1,ant.mp3,ಇರುವೆ,ಅಂಟ್,ഉറുമ്പ്,ആൻറ്,చీమ,ఆంట్,चींटी,अंत,எறும்பு,அன்ட்
unit_6_2,spider,6,2,spider.mp3,ಜೇಡ,ಸ್ಪೈಡರ್,ചിലന്തി,സ്പൈഡർ,సాలీడు,స్పైడర్,मकड़ी,स्पाइडर,சிலந்தி,ஸ்பைடர்
unit_6_2,web,3,1,web.mp3,ಬಲೆ,ವೆಬ್,ചിലന്തി വല,വെബ്,వెబ్,వెబ్,वेब,वेब,வலை,வெப்
unit_6_2,caterpillar,11,3,caterpillar.mp3,ಮರಿಹುಳು,ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್,കാറ്റർപില്ലർ,ക്യാറ്റർപില്ലർ,గొంగళి పురుగు,కాటర్పిల్లర్,इल्ली,कैटरपिलर,கம்பளிப்பூச்சி,கேட்டர்பில்லர்
unit_6_2,tiny,4,1,tiny.mp3,ಸಣ್ಣ,ಟೈನಿ,ചെറുത്,ടൈനി,చిన్నది,టిని,छोटे,टाइनी,சிறியது,தீனி
unit_6_2,rich,4,1,rich.mp3,ಶ್ರೀಮಂತ,ರಿಚ್,സമ്പന്നൻ,റിച്ച,ధనవంతుడు,రిచ్,धनी,रिच,பணக்கார,ரிச்
unit_6_2,leaf,4,1,leaf.mp3,ಎಲೆ,ಲೀಫ್,ഇല,ലീഫ്,ఆకు,లీఫ్,पत्ता,लीफ,இலை,லீப்
unit_6_2,life,4,1,life.mp3,ಜೀವನ,ಲೈಫ್,ജീവിതം,ലൈഫ്,జీవితం,లైఫ్,जिंदगी,लाइफ,வாழ்க்கை,லைப்
unit_6_2,pluck,5,2,pluck.mp3,ತರಿದುಹಾಕು,ಪ್ಲ್ಯೂಕ್,പറിച്ചെടുക്കുക,പ്ലക്ക്,తెంచు,ప్లక్,उखड़ना,प्लक,பறிக்க,பழுக்க
unit_6_2,perch,5,2,perch.mp3,ಹಕ್ಕಿಗಳು ಕುಳಿತುಕೊಳ್ಳಲು ಹಾಕಿರುವ ಅಡ್ಡಕಂಬಿ,ಪೆರ್ಚ್,ഒരിടം,പേർക്,పెర్చ్,పేర్చి,बसेरा,पर्च,பெர்ச்,பெர்த்
unit_6_2,squirrel,8,3,squirrel.mp3,ಅಳಿಲು,ಸ್ಕ್ಕ್ಯ್ರ್ರೆಲ್,അണ്ണാൻ,സ്ക്വിറൽ,ఉడుత,స్క్విరెల్,गिलहरी,स्क्वीररेल,அணில்,ஸஃயிர்றேல்
unit_6_2,monkey,6,2,monkey.mp3,ಕೋತಿ,ಮಂಕಿ,കുരങ്ങൻ,മങ്കി,కోతి,మంకీ,बंदर,मंकी,குரங்கு,மோங்கி
unit_6_2,fun,3,1,fun.mp3,ಮೋಜಿನ,ಫನ್,രസകരമാണ്,ഫൺ,సరదాగా,ఫన్,आनंद,फन,வேடிக்கை,பியூன்
unit_6_2,pretty,6,2,pretty.mp3,ಸುಂದರ,ಪ್ರೆಟಿ,സുന്ദരി,പ്രിറ്റി,చక్కని,ప్రెట్టి,सुंदर,प्रीटी,அழகான,பெட்டி
unit_6_2,swing,5,2,swing.mp3,ಉಯ್ಯಾಲೆ,ಸ್ವಿಂಗ್,ഊഞ്ഞാലാടുക,സ്വിങ്,స్వింగ్,స్వింగ్,झूला,स्विंग,ஸ்விங்,ஸ்விங்
unit_6_2,beautiful,9,3,beautiful.mp3,ಸುಂದರ,ಬ್ಯೂಟಿಫುಲ್,മനോഹരമാണ്,ബ്യൂട്ടിഫുൾ,అందమైన,బ్యూటిఫుల్,सुंदर,ब्यूटीफुल,அழகு,பெஔதிபுல்
unit_7_1,wish,4,1,wish.mp3,ಹಾರೈಕೆ,ವಿಶ್,ആഗ്രഹിക്കുന്നു,വിഷ്,కోరిక,విష్,तमन्ना,विश,விரும்பும்,விஷ
unit_7_1,kite,4,1,kite.mp3,ಗಾಳಿಪಟ,ಕೈಟ್,കൈറ്റ്,കുറെ,గాలిపటం,కైట్,पतंग,काइट,காத்தாடி,கிட்டே
unit_7_1,sky,3,1,sky.mp3,ಆಕಾಶ,ಸ್ಕೈ,ആകാശം,സ്കൈ,ఆకాశం,స్కై,आकाश,स्काई,வானம்,ஸ்கை
unit_7_1,breeze,6,2,breeze.mp3,ತಂಗಾಳಿ,ಬ್ರೀಜ್,കാറ്റ്,ബ്രീസി,గాలి,బ్రయీజ్,मंद पवन,ब्रीज,தென்றல்,பிரேஸி
unit_7_1,way,3,1,way.mp3,ದಾರಿ,ವೆ,വഴി,വായ്,మార్గం,వే,मार्ग,वे,வழி,வாய்
unit_7_1,chance,6,2,chance.mp3,ಅವಕಾಶ,ಚಾನ್ಸ್,അവസരം,ചാൻസ്,అవకాశం,ఛాన్స్,मोका,चांस,வாய்ப்பு,சான்ஸ்
unit_7_2,white,5,2,white.mp3,ಬಿಳಿ,ವೈಟ್,വെള്ള,വൈറ്റ്,తెలుపు,వైట్,सफेद,वाइट,வெள்ளை,வைட்
unit_7_2,smile,5,2,smile.mp3,ಮುಗುಳು ನಗೆ,ಸ್ಮೈಲ್,പുഞ്ചിരി,സ്മൈൽ,చిరునవ్వు,స్మైల్,मुस्कुराओ,स्माइल,புன்னகை,ஸ்மைல்
unit_7_2,call,4,1,call.mp3,ಕರೆ,ಕಾಲ್,വിളി,കോൾ,కాల్,కాల్,कॉल,कॉल,அழைப்பு,கால்
unit_7_2,fair,4,1,fair.mp3,ನ್ಯಾಯೋಚಿತ,ಫೇರ್,ന്യായമായ,ഫെയർ,సరసమైన,ఫెయిర్,निष्पक्ष,फेयर,நியாயமான,பாயர்
unit_7_2,band,4,1,band.mp3,ವಾದ್ಯದ ತ೦ಡ,ಬ್ಯಾಂಡ್,ബാൻഡ്,ബാൻഡ്,బ్యాండ్,బ్యాండ్,बैंड,बैंड,இசைக்குழு,பேண்ட்
unit_7_2,everyone,8,3,everyone.mp3,ಎಲ್ಲರೂ,ಎವೆರಿಒನ್,എല്ലാവരും,എവറിവൺ,ప్రతి ఒక్కరూ,ఎవెర్యొనె,सब लोग,एवरीवन,எல்லோரும்,எவேர்யோனே
unit_7_2,tune,4,1,tune.mp3,ರಾಗ,ಟ್ಯೂನ್,ഈണം,ട്യൂൺ,ట్యూన్ చేయండి,ట్యూన్,तराना,टुन,டியூன்,துன்
unit_7_2,carry,5,2,carry.mp3,ಒಯ್ಯಿರಿ,ಕ್ಯಾರಿ,ചുമക്കുക,ക്യാരി,తీసుకువెళ్ళండి,చర్ర్య్,ऊटाना,कैर्री,எடுத்துச் செல்லுங்கள்,சரி
unit_7_2,girl,4,1,girl.mp3,ಹುಡುಗಿ,ಗರ್ಲ್,പെൺകുട്ടി,ഗേൾ,అమ్మాయి,గర్ల్,लड़की,गर्ल,பெண்,கேர்ள்
unit_7_2,wooden,6,2,wooden.mp3,ಮರದ,ವುಡನ್,തടി,വുഡൻ,చెక్క,వుడెన్,लकड़ी का,वुडेन,மர,வுடந்
unit_7_2,animal,6,2,animal.mp3,ಪ್ರಾಣಿ,ಅನಿಮಲ್,മൃഗം,അനിമൽ,జంతువు,అనిమల్,जानवर,एनिमल,விலங்கு, அனிமல்
unit_7_2,open,4,1,open.mp3,ತೆರೆದಿರುತ್ತದೆ,ಓಪನ್,തുറക്കുക,ഓപ്പൺ,తెరిచి ఉంది,ఓపెన్,खुला हुआ,ओपन,திறந்த,ஓபன்
unit_7_2,space,5,2,space.mp3,ಸ್ಥಳ,ಸ್ಪೇಸ್,ഇടം,സ്പേസ്,స్థలం,స్పేస్,अंतरिक्ष,स्पेस,இடம்,ஸ்பேஸ்
unit_7_2,grass,5,2,grass.mp3,ಹುಲ್ಲು,ಗ್ರಾಸ್,പുല്ല്,ഗ്രാസ്,గడ్డి,గ్రస్స్,घास,ग्रास,புல்,க்ராஸ்
unit_7_2,hold,4,1,hold.mp3,ಹಿಡಿದುಕೊಳ್ಳಿ,ಹೋಲ್ಡ್,പിടിക്കുക,ഹോൾഡ്,పట్టుకోండి,హోల్డ్,होल्ड,होल्ड,பிடி,ஹோல்டு
unit_7_2,wind,4,1,wind.mp3,ಗಾಳಿ,ವಿಂಡ್,കാറ്റ്,വിൻഡ്,గాలి,విండ్,हवा,विंड,காற்று,விந்து
unit_7_2,shooed,6,2,shooed.mp3,ಓಡಿಸು,ಶೂಎಡ್,ഓടിക്കുക,ഷൂട്,షూడ్,శూఎడ్,भगा दिया,शूएड,ஷூ,ஸூத்
unit_7_2,leap,4,1,leap.mp3,ಅಧಿಕ,ಲೀಪ್,കുതിപ്പ്,ലീപ്,లీపు,లీప్,छलांग,लीप,பாய்ச்சல்,லீப்
unit_7_2,air,3,1,air.mp3,ಗಾಳಿ,ಏರ್,വായു,എയർ,గాలి,ఎయిర్,वायु,एयर,காற்று,ஏர்
unit_7_2,tug,3,1,tug.mp3,ಜಗ್ಗುವುದು,ಟಗ್,ടഗ്,ടഗ്,టగ్,టగ్,टग,टग,இழுபறி,டுக்
unit_7_2,string,6,2,string.mp3,ದಾರ,ಸ್ಟ್ರಿಂಗ್,സ്ട്രിംഗ്,സ്ട്രിംഗ്,స్ట్రింగ్,స్ట్రింగ్,तार,स्ट्रिंग,லேசான கயிறு,ஸ்ட்ரிங்
unit_8_1,turtle,6,2,turtle.mp3,ಆಮೆ,ಟರ್ಟಲ್,ആമ,ട്യൂട്ടലെ,తాబేలు,తుర్త్లె,कछुए,टर्टल,ஆமை,துர்ட்லே
unit_8_1,slow,4,1,slow.mp3,ನಿಧಾನ,ಸ್ಲೋ,മന്ദഗതി,സ്ലോ,నెమ్మదిగా,స్లో,धीरे,स्लो,மெதுவாக,ஸ்லொவ்
unit_8_1,tired,5,2,tired.mp3,ದಣಿದ,ಟೈರ್ಡ್,ക്ഷീണിതനാണ്,തീരേഡ്,అలసిన,టైర్డ్,थका हुआ,टायर्ड,சோர்வாக,டிரேட்
unit_8_1,head,4,1,head.mp3,ತಲೆ,ಹೆಡ್,തല,ഹെഡ്,తల,హెడ్,सिर,हेड,தலை,ஹெட்
unit_8_1,bed,3,1,bed.mp3,ಹಾಸಿಗೆ,ಬೆಡ್,കിടക്ക,ബെഡ്,మం చం,బెడ్,बिस्तर,बेड,படுக்கை,பெட்
unit_8_2,tiger,5,2,tiger.mp3,ಹುಲಿ,ಟೈಗರ್,കടുവ,ടൈഗർ,పులి,టైగర్,बाघ,टाइगर,புலி,டிகேர்
unit_8_2,doze,4,1,doze.mp3,ತೂಕಡಿಸು,ಡೋಜ್,ഡോസ്,ഡോസ്,డజ్,డోజ్,झपकी लेना,डोज़,doze,டோஸி
unit_8_2,mosquito,8,3,mosquito.mp3,ಸೊಳ್ಳೆ,ಮೊಸ್ಕಿಟೊ,കൊതുക്,മോസ്‌ക്വിറ്റോ,దోమ,మోస్క్విటో,मच्छर,मॉस्क्वीटो,கொசு,முஸஃயிட்டோ
unit_8_2,angry,5,2,angry.mp3,ಕೋಪ,ಆಂಗ್ರಿ,ദേഷ്യം,ആങ്ഗ്റി,కోపం,అంగ్ర్య్,गुस्सा,एंग्री,கோபம்,அன்ரி
unit_8_2,hit,3,1,hit.mp3,ಹೋಡೆ,ಹಿಟ್,ഹിറ്റ്,ഹിറ്റ്,కొట్టుట,హిట్,मारो,हिट,வெற்றி,ஹிட்
unit_8_2,paw,3,1,paw.mp3,ಪಂಜ,ಪಾವ್,പോ,പോ,పంజా,పఅవ,पंजा,पॉ,பாவா,பாவ்
unit_8_2,scrape,6,2,scrape.mp3,ಉಜ್ಜುವುದು,ಸ್ಕ್ರಪೆ,ചുരണ്ടുക, സ്ക്രേപ്പ്,గీరిన,స్క్రాప్,खरोंच,स्क्रैप,ஸ்க்ராப்,சசரபே
unit_8_2,cheek,5,2,cheek.mp3,ಕೆನ್ನೆ,ಚೀಕ್,കവിൾ,ചീക്ക്,చెంప,చీక్,गाल,चीक,கன்னம்,சீட்
unit_8_2,bleed,5,2,bleed.mp3,ರಕ್ತಸ್ರಾವ,ಬ್ಲೀಡ್,രക്തസ്രാവം,ബ്ലീഡ്,రక్తస్రావం,బిలీద్,खून बहाना,ब्लीड,இரத்தம்,ப்ளீட்
unit_8_2,struck,6,2,struck.mp3,ಹೊಡೆದಿದೆ,ಸ್ಟ್ರೆಕ್,അടിച്ചു,സ്ടര്ക്ക്,కొట్టారు,సృక్,मारना,स्ट्रोक,தாக்கியது,சுற்றுக்க
unit_8_2,helpless,8,3,helpless.mp3,ಅಸಹಾಯಕ,ಹೆಲ್ಪ್ಲೆಸ್,നിസ്സഹായൻ,ഹെൽപ്‌ലെസ്സ്,నిస్సహాయంగా,హెల్ప్లెస్స్,मजबूर,हेल्पलेस,உதவியற்ற,ஹபில்ஸ்
unit_8_2,continue,8,3,continue.mp3,ಮುಂದುವರಿಸಿ,ಕಂಟಿನ್ಯೂ,തുടരുക,കൺടിന്യൂ,కొనసాగించండి,కంటిన్యూ,जारी रखें,कंटिन्यू,தொடரவும்,கோன்டினுக்கே
unit_8_2,quietly,7,3,quietly.mp3,ಸದ್ದಿಲ್ಲದೆ,ಕ್ಕ್ಯ್ಟ್ ಲಿ,നിശബ്ദമായി,ക്വയറ്റ്‌ലി,నిశ్శబ్దంగా,క్విఎట్లై,चुपचाप,किएटली,அமைதியாக,குயின்டலி
unit_8_2,walk,4,1,walk.mp3,ನಡೆಯಿರಿ,ವಾಕ್,നടക്കുക,വോക്,నడవండి,వాక్,टहल लो,वाक,நட,வாக்
unit_8_2,proud,5,2,proud.mp3,ಹೆಮ್ಮೆ,ಪ್ರೌಡ್,അഹങ്കാരം,പ്രൌഡ്,గర్వంగా,ప్రౌడ్,गर्व,प्राउड,பெருமை,ப்ரௌட்
unit_8_2,friend,6,2,friend.mp3,ಸ್ನೇಹಿತ,ಫ್ರೆಂಡ್,സുഹൃത്ത്,ഫ്രണ്ട്,స్నేహితుడు,ఫ్రెండ్,मित्र,फ्रेंड,நண்பர்,பிரிஎந்து
unit_8_2,great,5,2,great.mp3,ಅದ್ಭುತವಾಗಿದೆ,ಗ್ರೇಟ್,കൊള്ളാം,ഗ്രേറ്റ്,గొప్ప,గ్రేట్,महान,ग्रेट,நன்று,கிரேட்
unit_9_1,sing,4,1,sing.mp3,ಹಾಡಿ,ಸಿಂಗ್,പാടുക,സിങ്,పాడండి,సింగ్,गाओ,सींग,பாட,சிங்
unit_9_1,dance,5,2,dance.mp3,ನೃತ್ಯ,ಡಾನ್ಸ್,നൃത്തം,ഡാൻസ്,నృత్యం,డాన్స్,नृत्य,डांस,நடனம்,டான்ஸ்
unit_9_2,outside,7,3,outside.mp3,ಹೊರಗೆ,ಔಟ್ಸೈಡ್,പുറത്ത്,ഔട്ട്സൈഡ്,బయట,ఔత్సిదే,बाहर,आउटसाइड,வெளியே,யடிசிடே
unit_9_2,fast,4,1,fast.mp3,ವೇಗವಾಗಿ,ಫಾಸ್ಟ್,വേഗത്തിൽ,ഫാസ്റ്റ്,వేగంగా,ఫాస్ట్,तेज,फ़ास्ट,வேகமாக,பாஸ்ட்
unit_9_2,asleep,6,2,asleep.mp3,ನಿದ್ರಿಸಿರುವ,ಅಸ್ಲೀಪ್,ഉറങ്ങുക,അസ്ലീപ്,నిద్ర,అస్లీప్,सो,अस्लीप,தூங்குகிறது,அஸ்லிப்
unit_9_2,dream,5,2,dream.mp3,ಕನಸು,ಡ್ರೀಮ್,സ്വപ്നം,ഡ്രീം,కల,డ్రీం,सपना,ड्रीम,கனவு,ட்றேஅம்
unit_9_2,woke,4,1,woke.mp3,ಎಚ್ಚರವಾಯಿತು,ಓಕ್,ഉണർന്നു,വോക്ക്,మేల్కొన్నాను,వకే,उठा,वोक,விழித்தேன்,ஒகே
unit_9_2,huge,4,1,huge.mp3,ಬೃಹತ್,ಯುಜ್,വൻ,ഹ്യൂജ്,భారీ,హుగె,विशाल,हूजे,மிகப்பெரியது,ஹஜ்
unit_9_2,bright,6,2,bright.mp3,ಪ್ರಕಾಶಮಾನವಾದ,ಬ್ರೈಟ್,ശോഭയുള്ള,ബ്റൈറ്റ്,ప్రకాశవంతమైన,బ్రైట్,उज्ज्वल,ब्राइट,பிரகாசமான,பிரைட்
unit_9_2,rainbow,7,3,rainbow.mp3,ಮಳೆಬಿಲ್ಲು,ರೇನ್ಬೋ,മഴവില്ല്,റൈൻബോവ,ఇంద్రధనస్సు,రెయిన్బో,इंद्रधनुष,रेनबो,வானவில்,ரெயின்போ
unit_9_2,clear,5,2,clear.mp3,ಸ್ಪಷ್ಟ,ಕ್ಲಿಯರ್,വ്യക്തമാണ്,ക്ലിയർ,క్లియర్,క్లియర్,स्पष्ट,क्लियर,தெளிவானது,ச்லேஅர்
unit_9_2,garden,6,2,garden.mp3,ಉದ್ಯಾನ,ಗಾರ್ಡನ್,തോട്ടം,ഗാർഡൻ,తోట,గార్డెన్,बगीचा,गार्डन,தோட்டம்,கார்டன்
unit_9_2,favourite,9,3,favourite.mp3,ನೆಚ್ಚಿನ,ಫೇವರಿಟ್,പ്രിയപ്പെട്ടവ,ഫാവോയറിന്റെ,ఇష్టమైన,ఫేవరెట్,पसंदीदा,फेवरेट,பிடித்தது,பாவியரிட்டே
unit_9_2,paint,5,2,paint.mp3,ಬಣ್ಣ,ಪೈಂಟ್,പെയിന്റ്,പെയിന്റ്,పెయింట్,పెయింట్,रंग,पेंट,பெயிண்ட்,பெயிண்ட்
unit_9_2,flower,6,2,flower.mp3,ಹೂವು,ಫ್ಲವರ್,പുഷ്പം,ഫ്ലവർ,పువ్వు,ఫ్లవర్,फूल,फ्लावर,பூ,பிலோவேர்
unit_9_2,colour,6,2,colour.mp3,ಬಣ್ಣ,ಕಲರ್,നിറം,കളർ,రంగు,కలర్,रंग,कलर,நிறம்,கலர்
unit_9_2,violet,6,2,violet.mp3,ನೇರಳೆ,ವಯಲೆಟ್,വയലറ്റ്,വയലറ്റ്,వైలెట్,వయొలెట్,बैंगनी,वायलेट,வயலட்,வயலட்
unit_9_2,indigo,6,2,indigo.mp3,ಇಂಡಿಗೊ,ಇಂಡಿಗೋ,ഇൻഡിഗോ,ഇൻഡിഗോ,ఇండిగో,ఇండిగో,नील,इंडिगो,இண்டிகோ,இண்டிகோ
unit_9_2,orange,6,2,orange.mp3,ಕಿತ್ತಳೆ,ಆರೆಂಜ್,ഓറഞ്ച്,ഓറഞ്ച്,నారింజ,ఆరంజ్,संतरा,ऑरेंज,ஆரஞ்சு,ஆரஞ்சு
unit_9_2,left,4,1,left.mp3,ಎಡ,ಲೆಫ್ಟ್,ഇടത്തെ,ലെഫ്റ്റ്,ఎడమ,లెఫ్ట్,बाएं,लेफ्ट,இடது,லேபிட்
